book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
3955,18465852,18465852,26124107,28,385350848,9780385350850.0,Cristina Henriquez,2014.0,The Book of Unknown Americans,The Book of Unknown Americans,eng,3.85,22461,25028,3233,277,1209,6327,11344,5871,https://images.gr-assets.com/books/1413655729m/18465852.jpg,https://images.gr-assets.com/books/1413655729s/18465852.jpg
3958,3289281,3289281,3325741,50,316154857,9780316154860.0,Kate Atkinson,2008.0,When Will There Be Good News?,"When Will There Be Good News? (Jackson Brodie, #3)",en-US,3.97,25366,28875,2637,366,1096,5875,13164,8374,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3961,17402288,17402288,24237023,34,385350813,9780385350820.0,Jenny Offill,2014.0,Dept. of Speculation,Dept. of Speculation,eng,3.72,20253,24533,3938,776,2257,6130,9259,6111,https://images.gr-assets.com/books/1367929545m/17402288.jpg,https://images.gr-assets.com/books/1367929545s/17402288.jpg
3963,85448,85448,517820,52,553268929,9780553268930.0,Pat Conroy,1976.0,The Great Santini,The Great Santini,eng,4.13,22921,25196,971,220,743,4387,10145,9701,https://images.gr-assets.com/books/1442599829m/85448.jpg,https://images.gr-assets.com/books/1442599829s/85448.jpg
3964,51606,51606,180461,77,806512814,9780806512820.0,Dalton Trumbo,1939.0,Johnny Got His Gun,Johnny Got His Gun,eng,4.16,24871,27071,1767,463,1053,4303,9131,12121,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3966,4909,4909,3060322,71,743243781,9780743243780.0,Frank McCourt,2005.0,Teacher Man,"Teacher Man (Frank McCourt, #3)",en-CA,3.73,23736,26183,2065,398,1970,7967,9765,6083,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3973,592657,592657,1257919,43,038531387X,9780385313870.0,James Dickey,1970.0,Deliverance,Deliverance,eng,3.86,24522,25570,978,607,1425,6173,10094,7271,https://images.gr-assets.com/books/1334998332m/592657.jpg,https://images.gr-assets.com/books/1334998332s/592657.jpg
4016,676737,676737,1348308,48,679723110,9780679723110.0,John Gardner,1970.0,Grendel,Grendel,en-US,3.69,25787,26813,1550,1165,2544,6756,9262,7086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4020,13722902,13722902,19355962,62,193636574X,9781936365750.0,Dave Eggers,2012.0,A Hologram for the King,A Hologram for the King,eng,3.29,20094,22851,2774,759,3416,9129,7439,2108,https://images.gr-assets.com/books/1337179987m/13722902.jpg,https://images.gr-assets.com/books/1337179987s/13722902.jpg
4029,16240761,16240761,19110442,53,62120395,9780062120400.0,Philipp Meyer,2012.0,The Son,The Son,eng,3.98,19821,24320,3032,550,1278,4659,9423,8410,https://images.gr-assets.com/books/1355349098m/16240761.jpg,https://images.gr-assets.com/books/1355349098s/16240761.jpg
4031,33455,33455,3135654,27,60735449,9780060735450.0,"Christopher Moore, Oliver Wyman",1997.0,Island of the Sequined Love Nun,Island of the Sequined Love Nun,en-GB,3.78,25166,26364,1243,333,1661,7793,10233,6344,https://images.gr-assets.com/books/1168444146m/33455.jpg,https://images.gr-assets.com/books/1168444146s/33455.jpg
4055,608287,608287,1033961,37,60975776,9780060975780.0,Denis Johnson,1992.0,Jesus' Son: Stories,Jesus' Son,eng,4.15,20120,22546,1651,362,959,3507,7746,9972,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4057,9503,9503,1223399,64,034546401X,9780345464020.0,Amy Tan,2005.0,Saving Fish from Drowning: A Novel,Saving Fish from Drowning,eng,3.41,24579,26060,2586,1247,3379,8927,8374,4133,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4081,231,231,1005335,53,312424442,9780312424440.0,Tom Wolfe,2004.0,,I am Charlotte Simmons,en-US,3.4,19293,21580,1891,1481,2886,6557,6890,3766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4091,517188,517188,6132856,103,60931736,9780060931740.0,Muriel Spark,1961.0,The Prime of Miss Jean Brodie ,The Prime of Miss Jean Brodie,eng,3.76,26538,31014,1752,638,2371,8614,11577,7814,https://images.gr-assets.com/books/1379598918m/517188.jpg,https://images.gr-assets.com/books/1379598918s/517188.jpg
4100,4957350,4957350,5023150,53,1934137197,9781934137190.0,Paul Harding,2008.0,Tinkers,Tinkers,eng,3.37,21665,25135,4305,1520,3882,7998,7217,4518,https://images.gr-assets.com/books/1364258693m/4957350.jpg,https://images.gr-assets.com/books/1364258693s/4957350.jpg
4103,14376,14376,1820798,73,140007780X,9781400077810.0,Alan Lightman,1992.0,Einstein's Dreams,Einstein's Dreams,eng,4.08,21241,24322,2520,359,1254,4438,8278,9993,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4104,5695,5695,1487216,455,679734511,9780679734510.0,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1872.0,Бесы,Demons,eng,4.26,20615,25745,956,281,798,3684,8291,12691,https://images.gr-assets.com/books/1386958613m/5695.jpg,https://images.gr-assets.com/books/1386958613s/5695.jpg
4106,49455,49455,50717723,691,067973452X,9780679734530.0,"Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michelle-Irène Brudny, Richard Pevear, Norman Dietz, Donald Fanger, coderati, Boris de Schlœzer, Larissa Volokhonsky",1864.0,,Notes from Underground,eng,4.15,15297,33812,2285,426,1244,5567,12166,14409,https://images.gr-assets.com/books/1327909683m/49455.jpg,https://images.gr-assets.com/books/1327909683s/49455.jpg
4108,85987,85987,3311687,93,60898488,9780060898490.0,"Isabel Allende, Margaret Sayers Peden",2000.0,Retrato en sepia,Portrait in Sepia,,3.93,21649,25203,1123,177,1041,6207,10819,6959,https://images.gr-assets.com/books/1379900929m/85987.jpg,https://images.gr-assets.com/books/1379900929s/85987.jpg
4116,13325079,13325079,18531984,43,60885599,9780060885600.0,Ben Fountain,2012.0,Billy Lynn's Long Halftime Walk,Billy Lynn's Long Halftime Walk,eng,3.81,20778,24324,3185,667,1788,5615,9612,6642,https://images.gr-assets.com/books/1336052759m/13325079.jpg,https://images.gr-assets.com/books/1336052759s/13325079.jpg
4128,28449257,28449257,47261413,13,316393878,9780316393870.0,Emma Donoghue,2016.0,The Wonder,The Wonder,eng,3.65,26981,32092,4614,641,2569,9823,13277,5782,https://images.gr-assets.com/books/1463229441m/28449257.jpg,https://images.gr-assets.com/books/1463229441s/28449257.jpg
4130,4656,4656,1137643,81,345463153,9780345463160.0,John Irving,2001.0,The Fourth Hand,The Fourth Hand,eng,3.3,23277,24814,968,895,3524,10307,7541,2547,https://images.gr-assets.com/books/1375776688m/4656.jpg,https://images.gr-assets.com/books/1375776688s/4656.jpg
4139,16697,16697,243634,42,60790598,9780060790590.0,Michael Chabon,1988.0,The Mysteries of Pittsburgh,The Mysteries of Pittsburgh,eng,3.63,19778,22220,1661,395,1952,7277,8515,4081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4202,63033,63033,2503920,81,374191484,9780374191480.0,"Roberto Bolaño, Natasha Wimmer",1998.0,Los detectives salvajes,The Savage Detectives,en-US,4.09,17946,23550,2575,701,1425,3420,7440,10564,https://images.gr-assets.com/books/1342651149m/63033.jpg,https://images.gr-assets.com/books/1342651149s/63033.jpg
4205,59151,59151,57593,287,1590171691,9781590171690.0,"Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal",1941.0,Schachnovelle,Chess Story,eng,4.28,16716,31061,1907,203,613,3867,12037,14341,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4219,182381,182381,1016559,403,141439882,9780141439880.0,Elizabeth Gaskell,1853.0,Cranford,Cranford,eng,3.85,25805,29034,1710,673,1884,7339,10450,8688,https://images.gr-assets.com/books/1375746052m/182381.jpg,https://images.gr-assets.com/books/1375746052s/182381.jpg
4220,11761,11761,2968156,71,330369954,9780330369950.0,Don DeLillo,1997.0,Underworld,Underworld,eng,3.92,19152,22303,1583,827,1665,4209,7422,8180,https://images.gr-assets.com/books/1334304280m/11761.jpg,https://images.gr-assets.com/books/1334304280s/11761.jpg
4221,50140,50140,92349,62,140168125,9780140168130.0,"Jack Kerouac, Aram Saroyan",1962.0,Big Sur,Big Sur,eng,3.86,21875,23218,865,320,1370,6128,8830,6570,https://images.gr-assets.com/books/1428984256m/50140.jpg,https://images.gr-assets.com/books/1428984256s/50140.jpg
4232,7194,7194,372756,129,,9780156032830.0,"Arturo Pérez-Reverte, Sonia Soto",1993.0,El club Dumas,The Club Dumas,eng,3.82,24090,27793,1541,536,1969,7087,10703,7498,https://images.gr-assets.com/books/1327896341m/7194.jpg,https://images.gr-assets.com/books/1327896341s/7194.jpg
4237,16055,16055,3127888,19,1857028155,9781857028160.0,Ann Patchett,1997.0,,The Magician's Assistant,eng,3.64,21507,26220,2720,442,2124,8525,10525,4604,https://images.gr-assets.com/books/1327936126m/16055.jpg,https://images.gr-assets.com/books/1327936126s/16055.jpg
4238,3378,3378,2851520,53,349108390,9780349108390.0,Douglas Coupland,1991.0,Generation X: Tales for an Accelerated Culture,Generation X: Tales for an Accelerated Culture,eng,3.73,20030,22904,942,480,1778,6596,8655,5395,https://images.gr-assets.com/books/1485623844m/3378.jpg,https://images.gr-assets.com/books/1485623844s/3378.jpg
4239,23168277,23168277,42713530,33,802123457,9780802123460.0,Viet Thanh Nguyen,2015.0,The Sympathizer,The Sympathizer,eng,4.0,20972,28424,3889,523,1396,5361,11374,9770,https://images.gr-assets.com/books/1423543886m/23168277.jpg,https://images.gr-assets.com/books/1423543886s/23168277.jpg
4250,99664,99664,1069201,124,307277771,9780307277770.0,W. Somerset Maugham,1925.0,The Painted Veil,The Painted Veil,eng,3.9,24113,27630,2710,263,1424,6600,11756,7587,https://images.gr-assets.com/books/1320421719m/99664.jpg,https://images.gr-assets.com/books/1320421719s/99664.jpg
4265,101911,101911,99634,33,60897848,9780060897840.0,A. Manette Ansay,1994.0,Vinegar Hill (P.S.),Vinegar Hill,en-US,3.36,23966,24802,901,1051,3431,9384,7412,3524,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4282,4601396,4601396,4651129,50,385526342,9780385526340.0,Chuck Palahniuk,2009.0,Pygmy,Pygmy,eng,2.96,21242,22865,1782,3121,4811,7258,5192,2483,https://images.gr-assets.com/books/1320495043m/4601396.jpg,https://images.gr-assets.com/books/1320495043s/4601396.jpg
4284,5693,5693,84298,61,553381008,9780553381010.0,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1900.0,Рассказы и Повести,Selected Stories,eng,4.36,23027,24546,489,147,527,2891,7735,13246,https://images.gr-assets.com/books/1491936310m/5693.jpg,https://images.gr-assets.com/books/1491936310s/5693.jpg
4298,668,668,1711534,63,451187849,9780451187840.0,"Ayn Rand, Leonard Peikoff",1936.0,We the Living,We the Living,eng,3.89,20994,22571,1178,647,1531,5121,7689,7583,https://images.gr-assets.com/books/1306188481m/668.jpg,https://images.gr-assets.com/books/1306188481s/668.jpg
4304,6065182,7234875,5769396,71,1594488800,9781594488800.0,Sarah Waters,2009.0,The Little Stranger,The Little Stranger,en-US,3.51,21077,28814,4267,839,3379,9623,10318,4655,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4307,17830123,17830123,24944980,29,147675666X,9781476756660.0,Matthew  Thomas,2014.0,We Are Not Ourselves,We Are Not Ourselves,eng,3.7,18488,22138,3366,722,1866,5816,8680,5054,https://images.gr-assets.com/books/1418103690m/17830123.jpg,https://images.gr-assets.com/books/1418103690s/17830123.jpg
4319,293625,293625,389945,47,679728740,9780679728740.0,Cormac McCarthy,1973.0,Child of God,Child of God,,3.86,20313,22643,1942,326,1189,5461,9938,5729,https://images.gr-assets.com/books/1320509467m/293625.jpg,https://images.gr-assets.com/books/1320509467s/293625.jpg
4333,2918374,2918374,9375624,5,1593081197,9781593081200.0,"Stephen Crane, George Stade, Richard Fusco",1895.0,The Red Badge of Courage,The Red Badge of Courage and Selected Short Fiction  ,en-US,3.64,25090,25251,72,1045,2649,7202,7866,6489,https://images.gr-assets.com/books/1328753104m/2918374.jpg,https://images.gr-assets.com/books/1328753104s/2918374.jpg
4335,5556466,5556466,5727588,52,312359322,9780312359320.0,John Hart,2009.0,The Last Child,The Last Child,en-US,4.09,22293,25587,3369,255,826,4458,10854,9194,https://images.gr-assets.com/books/1312058481m/5556466.jpg,https://images.gr-assets.com/books/1312058481s/5556466.jpg
4336,17717,17717,376514,36,811200124,9780811200130.0,"Jorge Luis Borges, Donald A. Yates, James E. Irby, André Maurois",1962.0,Labyrinths,Labyrinths:  Selected Stories and Other Writings,eng,4.46,20237,23212,1062,159,457,2032,6384,14180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4338,52258,25622850,50983,108,393325997,9780393326000.0,Patricia Highsmith,1952.0,The Price of Salt,The Price of Salt,eng,3.93,16348,26100,2522,440,1501,5779,10057,8323,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4347,3181953,3181953,3214749,36,316037532,9780316037530.0,Kathleen Kent,2008.0,The Heretic's Daughter,The Heretic's Daughter,,3.77,23815,28173,3658,408,1823,7987,11714,6241,https://images.gr-assets.com/books/1344269239m/3181953.jpg,https://images.gr-assets.com/books/1344269239s/3181953.jpg
4348,88077,88077,647489,211,679772871,9780679772870.0,"Thomas Mann, John E. Woods",1924.0,Der Zauberberg,The Magic Mountain,eng,4.14,21078,25291,1426,573,1281,4032,7647,11758,https://images.gr-assets.com/books/1403170928m/88077.jpg,https://images.gr-assets.com/books/1403170928s/88077.jpg
4354,13537891,13537891,18625843,51,241144140,9780241144140.0,Zadie Smith,2012.0, NW ,NW,eng,3.41,20062,23926,2851,1257,3021,7738,8444,3466,https://images.gr-assets.com/books/1492591246m/13537891.jpg,https://images.gr-assets.com/books/1492591246s/13537891.jpg
4359,9784,9784,3302695,415,486424588,9780486424580.0,D.H. Lawrence,1920.0,Women in Love,"Women in Love (Brangwen Family, #2)",eng,3.66,22372,25011,821,968,2365,7066,8528,6084,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4363,15957,15957,1043652,17,1841150509,9781841150500.0,Ann Patchett,1992.0,The Patron Saint of Liars,The Patron Saint of Liars,eng,3.76,20722,25021,2536,201,1309,7431,11372,4708,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4367,10954979,13707734,15872618,37,393064476,9780393064480.0,Stephen Greenblatt,2011.0,The Swerve: How the World Became Modern,The Swerve: How the World Became Modern,eng,3.83,13405,20790,2179,810,1553,4569,7209,6649,https://images.gr-assets.com/books/1406088245m/10954979.jpg,https://images.gr-assets.com/books/1406088245s/10954979.jpg
4369,3717,24820339,382865,47,385722222,9780385722220.0,Chuck Palahniuk,2004.0,Stranger Than Fiction: True Stories,Stranger than Fiction,eng,3.56,18091,20204,754,498,2071,6911,7003,3721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4374,23398625,23398625,42955214,29,052542914X,9780525429140.0,J. Ryan Stradal,2015.0,Kitchens of the Great Midwest,Kitchens of the Great Midwest,eng,3.77,21071,23667,3661,582,1569,6011,9993,5512,https://images.gr-assets.com/books/1428066565m/23398625.jpg,https://images.gr-assets.com/books/1428066565s/23398625.jpg
4384,22749994,22749994,42295323,47,1594205418,9781594205420.0,Nick Hornby,2014.0,Funny Girl,Funny Girl,eng,3.37,17151,21589,2787,661,2822,8480,7209,2417,https://images.gr-assets.com/books/1415127744m/22749994.jpg,https://images.gr-assets.com/books/1415127744s/22749994.jpg
4385,6257535,8258519,6232309,49,385521383,9780385521380.0,Edward Rutherfurd,2009.0,New York,New York,eng,4.1,16106,23926,2442,230,829,4277,9629,8961,https://images.gr-assets.com/books/1320467954m/6257535.jpg,https://images.gr-assets.com/books/1320467954s/6257535.jpg
4388,9833,9833,1468406,75,1400044618,9781400044610.0,"Haruki Murakami, Philip Gabriel, Jay Rubin",2006.0," めくらやなぎと、眠る女 [Mekurayanagi to, nemuru onna]","Blind Willow, Sleeping Woman",eng,3.83,19216,23710,1600,183,1148,6523,10522,5334,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4392,9355,9355,2269323,61,345479726,9780345479720.0,John Irving,2005.0,Until I Find You,Until I Find You,eng,3.61,20784,21984,1438,854,2230,6278,7793,4829,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4426,5933841,5933841,6151926,46,1594202249,9781594202250.0,Thomas Pynchon,2009.0,Inherent Vice,Inherent Vice,eng,3.71,18109,20909,2145,533,1575,5591,8887,4323,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4429,86147,86147,144128,48,394726413,9780394726410.0,Jay McInerney,1984.0,"Bright Lights, Big City","Bright Lights, Big City",eng,3.74,21227,23006,1244,381,1668,6727,9056,5174,https://images.gr-assets.com/books/1399647015m/86147.jpg,https://images.gr-assets.com/books/1399647015s/86147.jpg
4435,51799,51799,1320474,609,140449302,9780140449300.0,"Giovanni Boccaccio, G.H. McWilliam",1353.0,Il decamerone,The Decameron,eng,3.86,22800,26314,782,449,1797,6719,9310,8039,https://images.gr-assets.com/books/1472027832m/51799.jpg,https://images.gr-assets.com/books/1472027832s/51799.jpg
4438,13530981,13530981,19092649,101,771064861,9780771064870.0,Alice Munro,2012.0,Dear Life,Dear Life: Stories,,3.75,19278,24061,3083,670,1984,6211,9120,6076,https://images.gr-assets.com/books/1333579320m/13530981.jpg,https://images.gr-assets.com/books/1333579320s/13530981.jpg
4455,165395,165395,3017660,35,553146963,9780553146970.0,Rita Mae Brown,1973.0,Rubyfruit Jungle,Rubyfruit Jungle,eng,3.88,22583,24632,804,487,1481,6110,8909,7645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4464,257845,257845,1320617,94,1585673692,9781585673700.0,Charles Portis,1968.0,True Grit,True Grit,en-US,4.12,21199,27697,3761,179,842,4674,11646,10356,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4468,4835,4835,1934157,94,670886580,9780670886590.0,"Salman Rushdie, Paul Birkbeck",1990.0,Haroun and the Sea of Stories,"Haroun and the Sea of Stories (Khalifa Brothers, #1)",eng,4.01,19221,23699,1941,363,1248,4862,8540,8686,https://images.gr-assets.com/books/1419913148m/4835.jpg,https://images.gr-assets.com/books/1419913148s/4835.jpg
4491,18505784,18505784,26612089,26,62244752,9780062244760.0,Nadia Hashimi,2014.0,The Pearl that Broke Its Shell,The Pearl That Broke Its Shell,eng,4.12,19016,23155,2786,193,589,3582,10634,8157,https://images.gr-assets.com/books/1384543130m/18505784.jpg,https://images.gr-assets.com/books/1384543130s/18505784.jpg
4502,7005479,7005479,6825396,82,61988243,9780061988240.0,"Isabel Allende, Margaret Sayers Peden",2009.0,La isla bajo el mar,Island Beneath the Sea,eng,4.01,18864,24500,2613,247,1035,4939,10388,7891,https://images.gr-assets.com/books/1501991943m/7005479.jpg,https://images.gr-assets.com/books/1501991943s/7005479.jpg
4503,99329,99329,1350343,377,140436227,9780140436230.0,"Henry Fielding, Thomas Keymer, Alice Wakely",1749.0,"The History of Tom Jones, a Foundling","The History of Tom Jones, a Foundling",eng,3.73,24718,26988,765,998,2387,7183,8792,7628,https://images.gr-assets.com/books/1444450775m/99329.jpg,https://images.gr-assets.com/books/1444450775s/99329.jpg
4504,80176,80176,191520,372,192839772,9780192839770.0,Sherwood Anderson,1919.0,"Winesburg, Ohio: A Group of Tales of Ohio Small-Town Life","Winesburg, Ohio",eng,3.84,20125,24741,1780,652,1832,6013,8681,7563,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4509,63032,63032,3294830,84,843396867X,9788433968680.0,Roberto Bolaño,2004.0,2666,2666,spa,4.2,15000,22318,2930,622,1147,2739,6398,11412,https://images.gr-assets.com/books/1412644327m/63032.jpg,https://images.gr-assets.com/books/1412644327s/63032.jpg
4510,2748,2748,851428,41,60987049,9780060987050.0,Douglas Coupland,1995.0,Microserfs,Microserfs,en-US,3.88,19516,21243,808,290,1316,5267,8251,6119,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4513,14965,14965,3165570,57,316014281,9780316014280.0,Anita Shreve,2004.0,Light on Snow,Light on Snow,,3.56,22845,24610,1724,286,2005,9451,9337,3531,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4516,23128304,23128304,42676389,39,385354304,9780385354300.0,"Haruki Murakami, Ted Goossen",2005.0,ふしぎな図書館  Fushigi na toshokan,The Strange Library,en-GB,3.55,18806,24836,3995,542,2308,8867,9174,3945,https://images.gr-assets.com/books/1419549475m/23128304.jpg,https://images.gr-assets.com/books/1419549475s/23128304.jpg
4517,9598,9598,834005,67,385334176,9780385334170.0,Kurt Vonnegut Jr.,1982.0,Deadeye Dick,Deadeye Dick,eng,3.8,19212,20466,637,119,992,6194,8685,4476,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4520,398323,398323,3321103,71,1555974708,9781555974700.0,"Per Petterson, Anne Born",2003.0,Ut og stjæle hester,Out Stealing Horses,eng,3.79,19199,22962,3715,466,1735,5768,9184,5809,https://images.gr-assets.com/books/1317791439m/398323.jpg,https://images.gr-assets.com/books/1317791439s/398323.jpg
4526,46227,46227,900807,72,60822554,9780060822550.0,"John Fante, Charles Bukowski",1939.0,Ask the dust ,"Ask the Dust (Arturo Bandini, #3)",eng,4.14,16226,20506,1398,212,758,3429,7679,8428,https://images.gr-assets.com/books/1388283697m/46227.jpg,https://images.gr-assets.com/books/1388283697s/46227.jpg
4529,13554713,13554713,21596076,36,067002497X,9780670024970.0,"Philip Pullman, Jacob Grimm, Wilhelm Grimm",2012.0,Grimm Tales for Young and Old,Fairy Tales from the Brothers Grimm: A New English Version,eng,4.11,17219,18829,812,290,669,3493,6683,7694,https://images.gr-assets.com/books/1339554952m/13554713.jpg,https://images.gr-assets.com/books/1339554952s/13554713.jpg
4531,26114,26114,1457765,134,571166938,9780571166930.0,Milan Kundera,1967.0,Žert,The Joke,eng,3.99,16464,20673,822,154,781,4599,8803,6336,https://images.gr-assets.com/books/1448044837m/26114.jpg,https://images.gr-assets.com/books/1448044837s/26114.jpg
4538,5983057,5983057,6156487,60,1847442404,9781847442410.0,Elizabeth Kostova,2010.0,The Swan Thieves,The Swan Thieves,eng,3.53,23399,26874,3969,1129,3216,8126,9059,5344,https://images.gr-assets.com/books/1256542427m/5983057.jpg,https://images.gr-assets.com/books/1256542427s/5983057.jpg
4544,85443,85443,82450,53,553271369,9780553271360.0,Pat Conroy,1980.0,The Lords of Discipline,The Lords of Discipline,,4.28,19050,21120,1139,104,399,2749,8116,9752,https://images.gr-assets.com/books/1320483838m/85443.jpg,https://images.gr-assets.com/books/1320483838s/85443.jpg
4561,24731,24731,1267673,9,014023828X,9780140238280.0,T.C. Boyle,1995.0,The Tortilla Curtain,The Tortilla Curtain,eng,3.64,20921,22620,2636,1006,2225,5792,8425,5172,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4570,15705011,15705011,21367527,44,525952993,9780525952990.0,Tracy Chevalier,2013.0,The Last Runaway,The Last Runaway,en-US,3.78,20997,24083,3436,309,1389,6719,10604,5062,https://images.gr-assets.com/books/1349448072m/15705011.jpg,https://images.gr-assets.com/books/1349448072s/15705011.jpg
4582,32650,32650,3140534,464,037575718X,9780375757180.0,"Thomas Hardy, Alexander Theroux",1878.0,The Return of the Native,The Return of the Native  ,eng,3.84,24957,27643,1083,826,1803,6465,10358,8191,https://images.gr-assets.com/books/1403182613m/32650.jpg,https://images.gr-assets.com/books/1403182613s/32650.jpg
4592,90192,90192,1483780,636,393924769,9780393924760.0,"Nathaniel Hawthorne, Robert S. Levine",1851.0,The House of the Seven Gables,The House of the Seven Gables,eng,3.45,23797,28715,1651,1373,3640,9601,8899,5202,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
